0.100000 -5.797178 33.607272 1129.448819 0.974819 0.000000 0.000001 0.666667 395290694 884709306
0.150000 -5.694018 32.418598 1050.860743 0.961935 0.000042 -0.003239 0.666700 806305868 1753694132
0.200000 -5.588114 31.223897 974.834746 0.948513 0.000041 -0.003119 0.666700 1227303905 -1682271201
0.250000 -5.480919 30.037472 902.160197 0.934809 0.000040 -0.002998 0.666700 1651480487 -826447783
0.300000 -5.371134 28.846200 832.020907 0.921116 0.000039 -0.002878 0.666700 2081263390 23769314
0.350000 -5.259375 27.658265 764.904226 0.906363 0.000038 -0.002756 0.666700 -1763927741 853993149
0.400000 -5.144749 26.465811 700.370460 0.891966 0.000037 -0.002634 0.666699 -1325904290 1695969698
0.450000 -5.027057 25.268786 638.449334 0.875394 0.000036 -0.002511 0.666699 -904878726 -1740023162
0.500000 -4.906063 24.067068 579.167823 0.859749 0.000035 -0.002386 0.666699 -466078696 -898823192
0.550000 -4.781184 22.857464 522.413765 0.843376 0.000034 -0.002260 0.666698 8194587 -93096475
0.600000 -4.652265 21.641433 468.307535 0.825733 0.000033 -0.002133 0.666698 511677670 683420442
0.650000 -4.515904 20.391392 415.770489 0.806574 0.000032 -0.002000 0.666697 1028571447 1446526665
0.700000 -4.372892 19.120321 365.553679 0.786359 0.000032 -0.001866 0.666697 1550375532 -2090244716
0.750000 -4.220153 17.807961 317.095364 0.766502 0.000030 -0.001730 0.666696 2062332426 -1322201610
0.800000 -4.055359 16.444362 270.394645 0.742320 0.000030 -0.001574 0.666694 -1708012912 -566823568
0.850000 -3.875114 15.015098 225.436115 0.716202 0.000029 -0.001410 0.666692 -1167379958 172543478
0.900000 -3.673751 13.495205 182.108250 0.684541 0.000027 -0.001240 0.666689 -619773743 904937263
0.950000 -3.446564 11.877755 141.073655 0.648685 0.000027 -0.001047 0.666684 -55224701 1620388221
1.000000 -3.177590 10.096246 101.931202 0.602800 0.000026 -0.000832 0.666676 547224636 -1997028412
1.050000 -2.845038 8.094306 65.524707 0.536694 0.000017 0.000062 0.666631 -1893134725 -11636347
1.060000 -2.768348 7.663840 58.741592 0.520914 0.000016 0.000089 0.666626 19314699 1915914229
1.070000 -2.682292 7.194825 51.773240 0.500705 0.000020 0.000134 0.666617 1870276890 -390015258
1.080000 -2.590912 6.712994 45.072274 0.479567 0.000021 0.000172 0.666608 -507799965 1533094301
1.090000 -2.492049 6.210562 38.580309 0.454106 0.000030 0.000255 0.666587 1423431744 -853104704
1.100000 -2.375544 5.643522 31.858818 0.421622 0.000034 0.000314 0.666567 -854351910 969711654
1.110000 -2.236565 5.002752 25.039996 0.377618 0.000057 0.000529 0.666501 1211422057 -1551029609
1.120000 -2.032961 4.133825 17.104564 0.292561 0.000139 0.000895 0.666353 -945758776 151183928
1.130000 -1.705222 2.908000 8.459664 0.036046 0.000069 0.000220 0.666541 1366537848 1678887304
1.140000 -1.640598 2.691707 7.247378 0.023981 0.000035 0.000144 0.666570 -615575580 -1088933860
1.150000 -1.591618 2.533373 6.419715 0.019211 0.000023 0.000124 0.666576 1721483777 414006783
1.160000 -1.551241 2.406449 5.792407 0.018044 0.000016 0.000101 0.666586 -181041758 1861565022
1.170000 -1.515380 2.296468 5.274987 0.016246 0.000016 0.000090 0.666589 -2099801704 -969609624
1.180000 -1.481530 2.195010 4.819121 0.014698 0.000013 0.000079 0.666594 301982850 468605822
1.190000 -1.451135 2.105861 4.435567 0.013852 0.000011 0.000069 0.666598 -1543408432 1859029808
1.200000 -1.424728 2.029768 4.120529 0.013691 0.000011 -0.000082 0.666620 -726812603 -1972533317
1.250000 -1.308475 1.712036 2.931469 0.010535 0.000006 -0.000070 0.666621 105997388 -1525343308
1.300000 -1.217847 1.483089 2.199843 0.009318 0.000005 -0.000062 0.666623 960355257 -1099701177
1.350000 -1.142530 1.305322 1.704102 0.008261 0.000004 -0.000053 0.666620 1833687185 -693033105
1.400000 -1.079571 1.165432 1.358446 0.007612 0.000003 -0.000041 0.666614 -1571079415 -303233801
1.450000 -1.024587 1.049743 1.102139 0.007270 0.000003 -0.000036 0.666613 -663313072 68999856
1.500000 -0.975538 0.951642 0.905772 0.006932 0.000003 -0.000032 0.666612 267890425 417796359
1.550000 -0.932416 0.869377 0.755965 0.006689 0.000003 -0.000023 0.666601 1211566493 754120291
1.600000 -0.892956 0.797350 0.635894 0.006449 0.000002 -0.000020 0.666600 -2128122589 1078842077
1.650000 -0.857448 0.735200 0.540630 0.006281 0.000002 -0.000017 0.666598 -1162200312 1392919800
