i,j,k,nx,ny,nz 
0,0,0,-5.300651e-01,1.678757e-01,8.311731e-01
0,0,1,-7.549608e-01,6.434937e-01,1.262937e-01
0,0,2,-8.021822e-01,5.831282e-01,1.283167e-01
0,0,3,-8.147617e-01,1.967260e-01,5.454011e-01
0,0,4,6.115589e-01,-7.410530e-01,-2.771935e-01
0,0,5,5.428872e-01,-7.342105e-01,-4.076868e-01
0,0,6,5.448351e-01,-7.413942e-01,-3.917773e-01
0,0,7,-8.338408e-01,4.449946e-01,3.266333e-01
0,0,8,-4.668436e-01,1.044372e-01,8.781514e-01
0,0,9,-6.902421e-01,2.682035e-01,6.720363e-01
0,1,0,6.678319e-01,-4.442624e-01,-5.971863e-01
0,1,1,4.658231e-01,-3.315637e-01,-8.204111e-01
0,1,2,-5.240909e-01,8.446267e-01,1.092449e-01
0,1,3,7.876500e-01,-5.667935e-01,-2.415628e-01
0,1,4,9.597536e-01,-2.781195e-01,-3.902007e-02
0,1,5,-6.043818e-01,7.469240e-01,2.771771e-01
0,1,6,8.585228e-01,-8.855870e-02,-5.050702e-01
0,1,7,8.167036e-01,-4.006436e-01,-4.153070e-01
0,1,8,1.762274e-01,-6.713686e-01,-7.198667e-01
0,1,9,4.822896e-01,-1.869485e-01,-8.558312e-01
0,2,0,5.763785e-01,-4.094947e-01,-7.071788e-01
0,2,1,-3.413653e-02,6.917702e-01,7.213104e-01
0,2,2,8.699089e-01,3.737558e-02,-4.917942e-01
0,2,3,9.828276e-01,2.115181e-02,-1.833100e-01
0,2,4,-8.506516e-01,-3.965178e-01,3.452036e-01
0,2,5,6.772893e-01,-2.906986e-01,-6.758503e-01
0,2,6,6.032815e-01,-3.271912e-01,-7.273221e-01
0,2,7,2.712885e-01,1.896712e-01,-9.436246e-01
0,2,8,7.542560e-01,-1.585352e-01,-6.371534e-01
0,2,9,9.472144e-01,-3.168246e-01,-4.906100e-02
0,3,0,-1.712968e-01,3.937017e-01,9.031369e-01
0,3,1,-3.912997e-01,2.934539e-01,8.722210e-01
0,3,2,5.785737e-01,3.469027e-02,-8.148920e-01
0,3,3,7.275944e-01,2.337429e-01,-6.449578e-01
0,3,4,6.226833e-01,-6.640165e-01,-4.139415e-01
0,3,5,6.094046e-01,-4.493515e-01,-6.532299e-01
0,3,6,8.408834e-01,-3.191850e-01,-4.370766e-01
0,3,7,7.390774e-01,2.982096e-01,-6.040162e-01
0,3,8,8.244579e-01,-3.360737e-01,-4.553280e-01
0,3,9,6.341035e-01,-5.002241e-01,-5.896512e-01
0,4,0,4.998974e-01,-5.259183e-01,-6.881225e-01
0,4,1,2.890911e-01,-5.318692e-01,-7.959532e-01
0,4,2,-7.015906e-01,2.647636e-01,6.615669e-01
0,4,3,7.907973e-01,-2.802479e-02,-6.114363e-01
0,4,4,7.840656e-01,-3.573834e-01,-5.074625e-01
0,4,5,1.848329e-01,-8.450783e-01,-5.016767e-01
0,4,6,3.744315e-01,-8.684758e-01,-3.248858e-01
0,4,7,8.362096e-01,6.676856e-02,-5.443303e-01
0,4,8,-5.644367e-01,5.227849e-01,6.388327e-01
0,4,9,-2.479074e-01,4.618378e-01,8.516148e-01
0,5,0,8.523918e-01,-9.519075e-02,-5.141662e-01
0,5,1,9.023452e-01,-5.766564e-02,-4.271391e-01
0,5,2,-9.476035e-01,1.629390e-01,2.747700e-01
0,5,3,-9.260993e-01,3.748496e-01,4.275355e-02
0,5,4,-7.124155e-01,1.165819e-01,6.920064e-01
0,5,5,9.763109e-01,-2.038077e-01,7.266014e-02
0,5,6,-5.671963e-01,8.055350e-01,1.714694e-01
0,5,7,-8.602395e-01,3.973705e-01,3.195070e-01
0,5,8,-3.790442e-01,6.659213e-01,6.425530e-01
0,5,9,3.125984e-01,-6.994511e-01,-6.426899e-01
0,6,0,7.411592e-01,-2.814156e-01,-6.094984e-01
0,6,1,-7.225883e-01,2.964782e-01,6.244732e-01
0,6,2,8.885373e-01,-2.064088e-03,-4.587998e-01
0,6,3,-5.060120e-01,2.834970e-01,8.146050e-01
0,6,4,-3.956111e-01,4.723977e-01,7.876117e-01
0,6,5,-5.440002e-01,5.085361e-01,6.674240e-01
0,6,6,4.555694e-01,-8.239201e-01,-3.370640e-01
0,6,7,-7.848809e-01,4.357972e-01,4.405028e-01
0,6,8,6.118981e-01,-2.241777e-01,-7.585019e-01
0,6,9,-5.666777e-01,-6.075271e-02,8.216967e-01
0,7,0,-8.098692e-01,-2.755836e-02,5.859629e-01
0,7,1,4.166605e-01,-4.297751e-02,-9.080457e-01
0,7,2,-7.290465e-01,-9.007734e-02,6.785111e-01
0,7,3,-7.044607e-01,5.185967e-01,4.845539e-01
0,7,4,7.526175e-01,-3.692857e-01,-5.451559e-01
0,7,5,-7.139594e-01,6.262872e-01,3.130914e-01
0,7,6,-3.750902e-01,9.164094e-01,1.396463e-01
0,7,7,-8.789216e-01,2.296761e-01,4.180259e-01
0,7,8,7.106242e-01,3.646196e-02,-7.026264e-01
0,7,9,-5.123281e-01,4.750497e-01,7.154354e-01
0,8,0,-7.545120e-01,-2.324773e-01,6.137311e-01
0,8,1,4.753818e-01,1.307182e-01,-8.700143e-01
0,8,2,1.167782e-01,-2.471780e-01,-9.619074e-01
0,8,3,7.008220e-01,-6.008281e-01,-3.845180e-01
0,8,4,-8.529605e-01,4.233701e-02,5.202557e-01
0,8,5,5.135384e-01,6.607753e-01,-5.474069e-01
0,8,6,6.431325e-01,-5.224326e-01,-5.598613e-01
0,8,7,-7.979044e-01,3.291091e-01,5.050107e-01
0,8,8,-6.176816e-01,9.697470e-02,7.804264e-01
0,8,9,7.329526e-01,-2.375789e-01,-6.374454e-01
0,9,0,6.326895e-01,5.166737e-02,-7.726800e-01
0,9,1,6.434876e-01,-3.928313e-01,-6.569683e-01
0,9,2,5.779633e-01,-4.273365e-01,-6.952280e-01
0,9,3,9.830205e-01,1.013581e-02,-1.832154e-01
0,9,4,4.825413e-01,-2.275461e-01,-8.457994e-01
0,9,5,6.725436e-01,-3.855850e-01,-6.316719e-01
0,9,6,6.081790e-01,-3.842702e-01,-6.945895e-01
0,9,7,6.331156e-01,-5.262721e-01,-5.676287e-01
0,9,8,-7.306805e-01,1.299504e-01,6.702380e-01
0,9,9,-6.846433e-01,8.663092e-02,7.237117e-01
1,0,0,7.060345e-01,-1.626625e-01,-6.892432e-01
1,0,1,-9.375577e-01,1.792477e-01,2.980870e-01
1,0,2,8.257673e-01,-5.313390e-01,-1.891752e-01
1,0,3,9.455614e-01,1.667836e-01,-2.794580e-01
1,0,4,-7.525776e-01,2.336549e-01,6.156561e-01
1,0,5,8.064323e-01,-3.438404e-01,-4.810828e-01
1,0,6,5.650315e-01,-5.373462e-01,-6.260978e-01
1,0,7,5.108265e-01,-4.417486e-01,-7.375056e-01
1,0,8,6.061839e-01,-1.763462e-01,-7.755276e-01
1,0,9,-7.628645e-01,2.074132e-01,6.123867e-01
1,1,0,-5.086026e-01,3.344555e-01,7.933870e-01
1,1,1,7.552841e-01,-1.004600e-01,-6.476524e-01
1,1,2,9.008261e-01,1.368675e-02,-4.339644e-01
1,1,3,-9.496462e-01,2.780166e-01,1.444953e-01
