i,j,k,nx,ny,nz 
0,0,0,5.542874e-02,4.984484e-01,8.651455e-01
0,0,1,2.414038e-01,3.294554e-01,9.127888e-01
0,0,2,2.669539e-01,6.238724e-01,7.345195e-01
0,0,3,4.209049e-01,4.333028e-01,7.969239e-01
0,0,4,2.831446e-02,5.680561e-01,8.225026e-01
0,0,5,2.718589e-01,4.846174e-01,8.314077e-01
0,0,6,2.757103e-01,7.181831e-02,9.585541e-01
0,0,7,2.577550e-01,1.913060e-01,9.470820e-01
0,0,8,7.722473e-03,2.747348e-01,9.614890e-01
0,0,9,3.542416e-01,3.343742e-01,8.733309e-01
0,1,0,2.952171e-01,6.461136e-01,7.038353e-01
0,1,1,3.888539e-01,6.301222e-01,6.721151e-01
0,1,2,2.429155e-01,3.050524e-01,9.208339e-01
0,1,3,4.155310e-01,5.719754e-01,7.072328e-01
0,1,4,1.716119e-01,4.455095e-01,8.786755e-01
0,1,5,2.953049e-01,4.859631e-01,8.225782e-01
0,1,6,1.937069e-01,3.658229e-01,9.103028e-01
0,1,7,2.062305e-01,3.593183e-01,9.101425e-01
0,1,8,3.186225e-01,4.512459e-01,8.335808e-01
0,1,9,4.662962e-01,1.283059e-01,8.752745e-01
0,2,0,1.613025e-01,5.364751e-01,8.283574e-01
0,2,1,2.109788e-01,9.688096e-02,9.726778e-01
0,2,2,2.288651e-01,3.451441e-01,9.102177e-01
0,2,3,9.060405e-02,4.162767e-01,9.047125e-01
0,2,4,1.277254e-01,3.133163e-01,9.410203e-01
0,2,5,7.074767e-02,3.216749e-01,9.442034e-01
0,2,6,2.104950e-01,4.944630e-01,8.433257e-01
0,2,7,2.590163e-01,7.073610e-01,6.576861e-01
0,2,8,2.125392e-01,3.029252e-01,9.290121e-01
0,2,9,2.322449e-01,9.364957e-02,9.681385e-01
0,3,0,2.701867e-02,4.059037e-01,9.135164e-01
0,3,1,3.490978e-01,1.352308e-01,9.272774e-01
0,3,2,9.750930e-02,2.144244e-01,9.718612e-01
0,3,3,3.839529e-01,4.108992e-01,8.268869e-01
0,3,4,3.825598e-01,4.409315e-01,8.119282e-01
0,3,5,4.016226e-01,2.182379e-01,8.894220e-01
0,3,6,1.543978e-01,3.521306e-01,9.231280e-01
0,3,7,2.505023e-02,4.314402e-01,9.017937e-01
0,3,8,2.167143e-01,8.540457e-03,9.761977e-01
0,3,9,1.868254e-02,4.749613e-01,8.798084e-01
0,4,0,-7.474863e-02,2.382711e-01,9.683179e-01
0,4,1,1.937695e-01,4.104775e-01,8.910452e-01
0,4,2,3.783990e-01,2.819451e-01,8.816582e-01
0,4,3,1.736043e-01,4.889304e-01,8.548735e-01
0,4,4,3.749609e-01,3.957244e-01,8.383356e-01
0,4,5,1.174351e-01,3.500085e-01,9.293562e-01
0,4,6,3.898481e-01,3.481792e-01,8.525196e-01
0,4,7,3.184896e-01,3.769018e-01,8.697755e-01
0,4,8,2.519721e-01,2.091155e-01,9.448708e-01
0,4,9,3.751800e-01,5.189112e-01,7.680958e-01
0,5,0,1.707826e-01,4.722229e-01,8.647768e-01
0,5,1,3.478857e-01,2.021144e-01,9.154918e-01
0,5,2,2.803424e-01,5.801695e-01,7.647297e-01
0,5,3,2.131145e-01,2.197711e-01,9.519889e-01
0,5,4,2.393802e-01,4.601524e-01,8.549602e-01
0,5,5,5.998650e-01,4.623575e-01,6.529836e-01
0,5,6,3.169663e-01,1.594212e-01,9.349424e-01
0,5,7,1.794277e-02,4.727864e-01,8.809944e-01
0,5,8,-9.653946e-02,4.754910e-01,8.744075e-01
0,5,9,-6.209149e-02,2.083657e-01,9.760781e-01
0,6,0,4.282715e-01,4.785300e-01,7.665458e-01
0,6,1,2.232538e-01,5.004939e-01,8.364590e-01
0,6,2,2.713548e-01,5.412595e-01,7.958673e-01
0,6,3,1.967842e-01,4.973439e-01,8.449408e-01
0,6,4,3.580959e-01,4.511487e-01,8.174547e-01
0,6,5,2.184507e-01,1.571119e-01,9.631174e-01
