i,j,k,nx,ny,nz 
0,0,0,-8.139984e-01,3.245750e-01,4.817237e-01
0,0,1,-3.837477e-01,7.111629e-01,5.890543e-01
0,0,2,-4.838928e-01,7.377567e-01,-4.707045e-01
0,0,3,4.035620e-01,-6.794322e-01,6.127883e-01
0,0,4,-4.965181e-01,-8.159166e-01,2.962260e-01
0,0,5,-4.895954e-01,-8.100192e-01,-3.227463e-01
0,0,6,-2.444268e-01,9.581807e-01,-1.488128e-01
0,0,7,5.491064e-01,-8.324666e-01,7.403749e-02
0,0,8,-3.724311e-01,6.571316e-01,6.553419e-01
0,0,9,9.662138e-01,1.479509e-01,2.110482e-01
0,1,0,-2.735867e-01,-3.574738e-01,-8.929517e-01
0,1,1,6.462387e-02,-3.508613e-01,-9.341949e-01
0,1,2,8.280746e-01,-3.334679e-01,4.506570e-01
0,1,3,-2.650539e-01,-9.532279e-01,-1.452690e-01
0,1,4,2.842168e-01,9.583064e-01,-2.949022e-02
0,1,5,-7.726942e-01,-6.306996e-01,-7.184409e-02
0,1,6,-6.726918e-01,-7.396751e-01,1.914442e-02
0,1,7,-2.524234e-01,8.312784e-01,4.952359e-01
0,1,8,-6.251684e-01,3.482008e-01,-6.985132e-01
0,1,9,-1.127416e-01,-6.420977e-01,7.582875e-01
0,2,0,3.969498e-02,1.509196e-01,9.877487e-01
0,2,1,-7.268227e-02,-8.782584e-01,-4.726304e-01
0,2,2,6.511188e-01,-7.422102e-01,1.586449e-01
0,2,3,-1.641981e-01,4.183543e-01,8.933189e-01
0,2,4,-3.857507e-01,-9.190773e-01,-8.058130e-02
0,2,5,7.089509e-01,-6.955168e-01,1.168120e-01
0,2,6,-4.942450e-01,-6.244030e-01,-6.048494e-01
0,2,7,-2.012579e-01,7.067900e-01,6.781911e-01
0,2,8,-1.396649e-01,5.814178e-03,-9.901818e-01
0,2,9,8.041419e-01,3.065616e-01,-5.092896e-01
0,3,0,-3.302857e-01,9.435026e-01,-2.672560e-02
0,3,1,4.502164e-01,-8.917547e-01,4.559428e-02
0,3,2,6.875372e-01,2.518188e-01,6.810873e-01
0,3,3,3.846232e-01,5.670454e-01,7.283711e-01
0,3,4,-5.091774e-01,-8.481113e-01,1.464430e-01
0,3,5,6.473282e-01,-4.541534e-02,-7.608571e-01
0,3,6,2.619267e-01,7.663902e-02,9.620399e-01
0,3,7,-2.985891e-02,-6.617279e-01,-7.491493e-01
0,3,8,2.322596e-01,9.658601e-01,1.147593e-01
0,3,9,-1.664221e-01,-8.913416e-01,-4.216797e-01
0,4,0,3.930601e-01,2.188914e-01,8.930791e-01
0,4,1,-3.427780e-01,1.986059e-01,9.181824e-01
0,4,2,-3.520890e-01,-7.588935e-01,5.478266e-01
0,4,3,2.537629e-01,-1.375998e-01,-9.574292e-01
0,4,4,-4.164908e-01,-7.275960e-01,5.451051e-01
0,4,5,9.651989e-01,-2.232785e-01,1.361533e-01
0,4,6,-4.224352e-01,8.048381e-01,-4.168742e-01
0,4,7,-3.176287e-01,2.186317e-01,-9.226658e-01
0,4,8,1.324100e-01,9.639916e-01,-2.306249e-01
0,4,9,-3.793981e-01,-2.087902e-01,9.013677e-01
0,5,0,4.503000e-01,-3.935668e-01,-8.014581e-01
0,5,1,5.600479e-02,6.206945e-03,-9.984112e-01
0,5,2,-2.578186e-01,-8.967719e-01,-3.596244e-01
0,5,3,-3.727799e-01,-5.032992e-01,-7.795672e-01
0,5,4,-4.944952e-01,5.764479e-01,6.505247e-01
0,5,5,-9.797628e-01,-3.687237e-02,1.967367e-01
0,5,6,-4.344746e-01,-1.392363e-01,-8.898568e-01
0,5,7,6.424074e-01,-3.988231e-01,6.544103e-01
0,5,8,-3.500369e-01,-9.187849e-01,-1.825058e-01
0,5,9,-2.430921e-01,9.404184e-01,2.377381e-01
0,6,0,-4.861111e-01,-2.444122e-01,8.390224e-01
0,6,1,-2.708249e-01,4.474268e-01,8.523280e-01
0,6,2,1.590651e-01,3.013299e-01,9.401588e-01
0,6,3,6.177433e-01,-7.840588e-01,-6.037404e-02
0,6,4,3.413807e-01,7.061943e-01,6.202813e-01
0,6,5,-8.231795e-01,5.099125e-01,-2.497295e-01
0,6,6,-4.784598e-01,1.534595e-01,8.645961e-01
0,6,7,5.884500e-01,7.786110e-01,-2.179256e-01
0,6,8,-1.584479e-01,6.594142e-01,-7.348926e-01
0,6,9,2.019488e-01,-9.717617e-01,-1.220490e-01
0,7,0,6.794050e-01,-7.334318e-01,2.205986e-02
0,7,1,-5.058262e-01,7.977616e-01,3.282017e-01
0,7,2,6.077532e-01,2.712588e-01,7.463610e-01
0,7,3,-6.621180e-01,-6.932546e-01,-2.846012e-01
0,7,4,8.131336e-01,3.833981e-01,4.379722e-01
0,7,5,-8.636346e-01,-8.225602e-02,-4.973622e-01
0,7,6,9.640316e-01,2.461305e-01,1.003140e-01
0,7,7,-8.696878e-01,4.730231e-01,-1.410402e-01
0,7,8,-5.608548e-01,6.883647e-01,4.599955e-01
0,7,9,-6.328449e-01,6.830719e-01,3.645821e-01
0,8,0,3.769780e-01,-8.786638e-01,2.929803e-01
0,8,1,4.985196e-01,-5.957876e-01,-6.296946e-01
0,8,2,8.627953e-01,-4.663879e-01,-1.951066e-01
0,8,3,6.483239e-01,1.332414e-01,7.496151e-01
0,8,4,-9.771074e-01,1.604446e-01,-1.397095e-01
0,8,5,9.422914e-01,1.341357e-01,3.067484e-01
0,8,6,-8.516126e-01,-4.926598e-01,1.790038e-01
0,8,7,6.450649e-01,3.053013e-02,7.635176e-01
0,8,8,-8.021154e-01,-5.921561e-01,7.721451e-02
0,8,9,-6.562007e-01,2.865106e-01,6.980775e-01
0,9,0,-1.987015e-01,7.813022e-01,5.916794e-01
0,9,1,-2.673219e-02,9.923491e-01,-1.205349e-01
0,9,2,-2.515787e-01,7.176676e-01,-6.493546e-01
0,9,3,-2.461102e-01,-1.217550e-01,-9.615641e-01
0,9,4,-4.789686e-04,9.329763e-01,-3.599376e-01
0,9,5,-4.340571e-01,6.719673e-01,-6.000453e-01
0,9,6,9.846003e-02,9.775735e-01,1.861602e-01
