i,j,k,nx,ny,nz 
0,0,0,1.192936e-02,9.158782e-01,-4.012789e-01
0,0,1,-1.969094e-03,-9.931099e-01,-1.171705e-01
0,0,2,-7.543746e-01,7.989484e-02,6.515641e-01
0,0,3,-6.013474e-01,-5.675505e-01,5.623769e-01
0,0,4,6.571325e-02,-4.275385e-01,9.016056e-01
0,0,5,2.489189e-01,-7.508707e-02,-9.656093e-01
0,0,6,-5.286176e-02,-3.976082e-01,9.160313e-01
0,0,7,-4.076703e-01,8.492985e-02,9.091710e-01
0,0,8,-5.324954e-02,-6.751960e-01,7.357138e-01
0,0,9,5.933642e-01,-2.669266e-02,-8.044914e-01
0,0,10,-9.806470e-01,1.513290e-01,1.242212e-01
0,0,11,8.293778e-01,4.963314e-01,-2.564909e-01
0,0,12,-9.207161e-01,-1.380130e-01,3.650126e-01
0,0,13,5.171243e-01,6.990145e-01,-4.939243e-01
0,0,14,-3.091861e-01,-6.783945e-01,6.664720e-01
0,0,15,2.827675e-01,2.738243e-01,-9.192729e-01
0,0,16,-3.814882e-01,-5.124652e-01,7.693154e-01
0,0,17,-7.519747e-01,-4.778384e-01,4.540974e-01
0,0,18,4.753081e-01,-3.364406e-01,8.129514e-01
0,0,19,-1.703605e-01,-2.765108e-01,9.457902e-01
0,0,20,8.919667e-01,3.492326e-01,-2.871098e-01
0,0,21,-7.073306e-01,-4.524811e-01,5.430877e-01
0,0,22,-2.457822e-01,-5.666524e-01,7.864453e-01
0,0,23,-4.926415e-02,3.972738e-01,-9.163769e-01
0,0,24,-3.797822e-01,-5.159600e-01,7.678221e-01
0,0,25,1.163387e-01,-3.248521e-02,9.926782e-01
0,0,26,-1.055214e-01,-9.285643e-01,3.558561e-01
0,0,27,-6.851886e-02,-5.736568e-01,8.162249e-01
0,0,28,2.507943e-01,7.330056e-01,-6.323014e-01
0,0,29,1.155496e-01,7.319327e-01,-6.715078e-01
0,0,30,1.931309e-01,4.049640e-01,-8.937028e-01
0,0,31,-1.235866e-01,-7.815611e-01,6.114643e-01
0,0,32,6.822583e-01,1.304823e-01,-7.193733e-01
0,0,33,-4.235528e-01,-8.502482e-01,3.125396e-01
0,0,34,7.506336e-02,-6.925312e-01,7.174720e-01
0,0,35,-2.113162e-01,7.310912e-01,-6.487304e-01
0,0,36,4.654507e-01,-5.205559e-01,7.158053e-01
0,0,37,-1.055773e-01,9.362412e-01,-3.351206e-01
0,0,38,-1.209151e-01,-9.409024e-01,-3.163578e-01
0,0,39,-1.700163e-01,7.255703e-01,-6.668150e-01
0,1,0,-1.871571e-01,-4.716475e-01,8.616965e-01
0,1,1,1.209770e-01,-5.632230e-01,8.174010e-01
0,1,2,-3.614485e-01,-2.826681e-01,8.885121e-01
0,1,3,4.736682e-01,2.353432e-01,-8.486767e-01
0,1,4,-5.894756e-02,7.256940e-01,-6.854877e-01
0,1,5,9.184882e-01,-1.171003e-01,-3.777128e-01
0,1,6,4.325629e-01,1.413646e-01,-8.904524e-01
0,1,7,-2.512487e-01,-3.302788e-01,9.098297e-01
0,1,8,-4.375786e-01,2.350297e-02,-8.988730e-01
0,1,9,-1.081662e-01,2.735157e-01,9.557663e-01
0,1,10,7.976771e-01,6.014251e-01,4.471121e-02
0,1,11,-4.150738e-01,-9.038067e-01,-1.041499e-01
0,1,12,6.143458e-01,4.440948e-01,-6.521956e-01
0,1,13,8.127255e-01,1.784885e-01,-5.546342e-01
0,1,14,5.127948e-01,3.210632e-01,-7.962160e-01
0,1,15,-8.708417e-01,-3.293924e-01,3.648773e-01
0,1,16,1.727903e-01,2.676784e-01,9.478881e-01
0,1,17,-4.601471e-01,-7.609893e-01,4.573400e-01
0,1,18,1.200521e-02,-7.362817e-01,6.765686e-01
0,1,19,4.699036e-01,8.390591e-01,-2.741722e-01
0,1,20,-7.251136e-01,6.548269e-01,-2.131008e-01
0,1,21,3.034960e-02,7.987446e-01,-6.009043e-01
0,1,22,1.096556e-01,7.986702e-01,-5.916938e-01
0,1,23,8.434409e-03,5.360181e-01,-8.441643e-01
0,1,24,-6.504313e-01,-3.675318e-01,6.647251e-01
0,1,25,2.473349e-02,-9.898929e-01,-1.396433e-01
0,1,26,-3.142582e-01,4.962373e-01,8.093147e-01
0,1,27,1.774945e-01,-1.436980e-01,-9.735741e-01
0,1,28,-5.874736e-01,-6.341575e-01,5.027118e-01
0,1,29,1.515624e-01,6.102589e-01,-7.775686e-01
0,1,30,-8.255727e-01,-2.069981e-02,-5.639160e-01
0,1,31,1.981221e-01,-9.613225e-02,9.754518e-01
0,1,32,3.691506e-01,1.725422e-03,-9.293680e-01
0,1,33,7.200664e-01,3.806239e-01,-5.801981e-01
0,1,34,-9.839668e-02,8.958893e-01,-4.332442e-01
0,1,35,1.377238e-01,-8.581340e-01,4.946091e-01
0,1,36,3.613990e-01,9.163640e-01,1.722434e-01
0,1,37,1.339162e-01,9.443982e-01,-3.002973e-01
0,1,38,-8.069001e-03,-2.081970e-01,9.780536e-01
0,1,39,-3.014169e-01,-5.792140e-01,7.574028e-01
0,2,0,-3.198501e-01,-3.889138e-01,8.639687e-01
0,2,1,-8.249171e-02,-1.084794e-01,9.906701e-01
0,2,2,-2.677134e-01,2.747324e-01,9.234997e-01
0,2,3,7.510132e-01,-4.222574e-01,-5.076198e-01
0,2,4,4.610833e-01,3.910401e-01,-7.965487e-01
0,2,5,-2.314328e-01,-8.192023e-01,5.247346e-01
0,2,6,4.183913e-01,2.512976e-01,-8.728106e-01
0,2,7,1.113614e-01,-4.408214e-01,8.906600e-01
0,2,8,-1.170686e-01,2.735072e-01,-9.547192e-01
0,2,9,2.262856e-01,-6.879292e-02,9.716287e-01
0,2,10,8.141532e-01,-4.728158e-01,-3.370457e-01
0,2,11,9.708244e-01,-1.742858e-01,-1.646948e-01
0,2,12,-7.241764e-01,-2.738795e-01,6.328970e-01
0,2,13,-2.888674e-01,-7.460006e-01,6.000323e-01
0,2,14,-3.265276e-01,-9.209926e-02,9.406899e-01
0,2,15,5.009563e-01,7.066827e-01,-4.996422e-01
0,2,16,-6.741157e-02,-6.160070e-01,7.848510e-01
0,2,17,6.775766e-01,4.182357e-01,-6.049536e-01
0,2,18,-1.237558e-01,-9.568696e-01,2.628403e-01
0,2,19,-1.301999e-01,-8.306821e-01,5.413089e-01
0,2,20,-7.468329e-03,-9.725312e-01,2.326526e-01
0,2,21,7.101730e-01,6.733325e-01,-2.056153e-01
0,2,22,3.229478e-01,-5.227478e-01,7.889483e-01
0,2,23,4.014639e-02,1.443374e-01,9.887138e-01
0,2,24,4.720318e-01,3.596035e-01,-8.049045e-01
0,2,25,1.132339e-01,7.968665e-01,-5.934492e-01
0,2,26,-2.671645e-01,-1.293899e-01,9.549248e-01
0,2,27,-1.889704e-01,1.275208e-01,-9.736676e-01
0,2,28,6.479876e-02,2.297003e-01,-9.711019e-01
0,2,29,-4.435282e-02,1.603329e-02,9.988873e-01
0,2,30,4.603307e-01,-8.804341e-01,-1.137169e-01
0,2,31,8.260482e-01,-5.607979e-01,5.612623e-02
0,2,32,2.725966e-02,-2.069047e-01,9.779813e-01
0,2,33,3.879215e-01,-7.208444e-01,5.743694e-01
0,2,34,4.057592e-02,-7.566283e-01,6.525851e-01
0,2,35,2.821551e-01,-8.470188e-01,4.504971e-01
0,2,36,6.343215e-01,1.766194e-01,-7.526233e-01
0,2,37,2.558089e-01,9.640633e-01,-7.171959e-02
0,2,38,-6.377361e-01,-5.291164e-01,5.597575e-01
0,2,39,3.624450e-01,7.172602e-01,-5.951230e-01
0,3,0,3.555871e-01,6.785085e-01,-6.427940e-01
0,3,1,6.888421e-01,6.708892e-01,-2.745984e-01
0,3,2,-4.153309e-01,-9.053272e-01,8.878569e-02
0,3,3,7.843691e-01,-1.494122e-01,-6.020308e-01
0,3,4,9.256344e-01,2.454469e-01,2.880223e-01
0,3,5,2.074145e-01,7.048933e-01,-6.783102e-01
0,3,6,6.111177e-01,2.678792e-01,-7.448328e-01
0,3,7,-5.726979e-01,-4.928705e-01,6.550540e-01
