i,j,k,nx,ny,nz 
0,0,0,2.607528e-01,9.143721e-01,3.097285e-01
0,0,1,-6.885458e-01,-2.202583e-02,7.248583e-01
0,0,2,9.930962e-01,8.106910e-02,8.478041e-02
0,0,3,3.237759e-01,2.411117e-01,9.148958e-01
0,0,4,3.771240e-01,-1.340756e-01,-9.164067e-01
0,0,5,9.243833e-01,1.208618e-01,-3.618119e-01
0,0,6,-4.306028e-01,6.913826e-01,-5.801477e-01
0,0,7,-3.859295e-01,-9.087010e-01,1.591256e-01
0,0,8,3.702395e-01,6.422970e-01,-6.711015e-01
0,0,9,-5.479406e-02,-8.652411e-01,-4.983527e-01
0,0,10,-8.920661e-01,2.939603e-01,3.432281e-01
0,0,11,-6.683604e-01,-2.785574e-01,-6.897102e-01
0,0,12,-6.578191e-01,3.477648e-01,6.680821e-01
0,0,13,-5.870474e-01,-4.375772e-02,8.083691e-01
0,0,14,9.887006e-01,9.690360e-02,-1.143712e-01
0,0,15,8.115855e-01,5.834569e-01,-3.011817e-02
0,0,16,-7.254547e-01,6.752835e-01,-1.330703e-01
0,0,17,9.538334e-01,-2.981700e-01,3.600723e-02
0,0,18,8.498850e-01,5.218491e-03,5.269424e-01
0,0,19,9.358039e-01,-1.934658e-01,2.946898e-01
0,0,20,-9.960355e-01,-4.634127e-02,7.593218e-02
0,0,21,-4.775900e-01,-7.287612e-01,4.907290e-01
0,0,22,-6.206439e-01,3.151551e-02,7.834589e-01
0,0,23,-7.737606e-01,-1.663366e-01,-6.112501e-01
0,0,24,-4.263570e-01,-8.229812e-01,3.753954e-01
0,0,25,2.312767e-01,4.948487e-01,-8.376370e-01
0,0,26,8.835576e-01,-4.440997e-01,-1.486655e-01
0,0,27,-2.704378e-01,6.412698e-01,-7.180783e-01
0,0,28,-3.452912e-02,-8.223840e-01,5.678841e-01
0,0,29,-2.294846e-01,2.806047e-01,9.319860e-01
0,0,30,-2.851674e-01,-4.767113e-01,-8.315202e-01
0,0,31,1.233925e-01,4.774281e-02,9.912088e-01
0,0,32,-3.763638e-01,9.263061e-01,-1.753085e-02
0,0,33,7.048747e-01,6.714856e-01,-2.286016e-01
0,0,34,-3.356672e-01,-9.387550e-01,7.788836e-02
0,0,35,-6.622895e-02,-4.352350e-02,-9.968548e-01
0,0,36,-3.818697e-01,-5.763897e-01,7.224614e-01
0,0,37,1.880306e-01,-2.607695e-01,9.469128e-01
0,0,38,-7.788852e-01,-4.433513e-01,4.435961e-01
0,0,39,6.879788e-01,7.111035e-01,1.449723e-01
0,1,0,-1.765362e-01,8.880874e-01,4.244241e-01
0,1,1,8.528196e-01,7.282439e-02,-5.171029e-01
0,1,2,8.491800e-01,-2.806118e-01,4.473817e-01
0,1,3,4.706077e-01,2.241885e-01,8.533861e-01
0,1,4,6.186409e-02,-8.065265e-01,5.879522e-01
0,1,5,7.990100e-01,4.020576e-01,-4.471384e-01
0,1,6,-6.687354e-01,2.961466e-01,-6.819752e-01
0,1,7,-8.894310e-01,2.722583e-01,3.671347e-01
0,1,8,-2.923830e-01,9.561950e-01,1.425864e-02
0,1,9,-5.183338e-01,-6.706292e-01,-5.306473e-01
0,1,10,-7.128840e-01,4.132904e-01,-5.665576e-01
0,1,11,-2.700051e-02,7.731468e-01,6.336521e-01
0,1,12,-2.965026e-01,-3.055224e-01,9.048438e-01
0,1,13,-7.224078e-01,-6.290846e-01,-2.870184e-01
0,1,14,6.892537e-01,7.243886e-01,1.379908e-02
0,1,15,-4.825776e-01,-7.806636e-01,-3.970934e-01
0,1,16,-6.316615e-01,1.871469e-01,7.523163e-01
0,1,17,-8.317036e-01,-3.230013e-01,-4.515964e-01
0,1,18,2.820232e-01,2.318545e-01,9.309707e-01
0,1,19,9.722117e-01,-2.091589e-01,-1.051522e-01
0,1,20,8.163899e-01,5.223325e-01,-2.463258e-01
0,1,21,2.868441e-01,-8.543732e-01,4.333208e-01
0,1,22,-1.121099e-01,2.536029e-01,-9.607898e-01
0,1,23,-7.219216e-01,2.709184e-01,6.367357e-01
0,1,24,4.254950e-01,7.049695e-01,-5.674258e-01
0,1,25,-5.779389e-01,3.594026e-01,-7.326776e-01
0,1,26,-8.280560e-01,5.381322e-01,-1.572800e-01
0,1,27,-2.315362e-01,9.072389e-01,3.511532e-01
0,1,28,7.658129e-01,2.860948e-01,-5.759170e-01
0,1,29,-5.533185e-01,-2.356583e-01,-7.989392e-01
0,1,30,4.742257e-01,1.493325e-01,-8.676461e-01
0,1,31,2.116576e-01,3.313494e-01,-9.194611e-01
0,1,32,3.372194e-01,5.925714e-01,7.315342e-01
0,1,33,-2.852908e-01,6.669881e-01,6.882849e-01
0,1,34,5.918967e-01,1.580815e-01,7.903598e-01
0,1,35,2.999268e-02,9.339069e-01,-3.562559e-01
0,1,36,6.155645e-01,-7.367726e-01,-2.797256e-01
